(0, 0, 0, 'v')
(0, 2, 69, 'v')
(0, 3, 106, 'v')
(0, 14, 48, 'v')
(0, 18, 72, 'v')
(0, 19, 66, 'v')
(0, 23, 55, 'v')
(0, 25, 49, 'v')
(0, 26, 59, 'v')
(0, 30, 62, 'v')
(0, 31, 63, 'v')
(0, 34, 65, 'v')
(0, 36, 75, 'v')
(0, 42, 70, 'v')
(0, 50, 89, 'v')
(0, 56, 103, 'v')
(0, 61, 118, 'v')
(0, 66, 109, 'v')
(0, 71, 90, 'v')
(0, 72, 112, 'v')
(0, 73, 116, 'v')
(0, 76, 119, 'v')
(0, 77, 124, 'v')
(0, 78, 127, 'v')
(0, 94, 121, 'v')
(0, 96, 147, 'v')
(0, 99, 150, 'v')
(0, 102, 170, 'v')
(0, 104, 173, 'v')
(0, 112, 163, 'v')
(0, 122, 179, 'v')
(0, 124, 194, 'v')
(0, 126, 210, 'v')
(0, 127, 219, 'v')
(0, 130, 203, 'v')
(0, 131, 181, 'v')
(0, 133, 159, 'v')
(0, 134, 172, 'v')
(1, 1, 0, 'v')
(1, 2, 46, 'v')
(1, 7, 23, 'v')
(1, 8, 28, 'h')
(1, 10, 96, 'h')
(1, 11, 42, 'h')
(1, 12, 41, 'h')
(1, 13, 111, 'h')
(1, 14, 67, 'h')
(1, 17, 54, 'h')
(2, 0, 69, 'h')
(2, 1, 46, 'v')
(2, 2, 0, 'v')
(2, 3, 55, 'v')
(2, 14, 21, 'v')
(2, 30, 131, 'h')
(2, 31, 132, 'h')
(2, 34, 134, 'h')
(2, 42, 139, 'h')
(2, 131, 250, 'h')
(2, 133, 228, 'h')
(3, 0, 106, 'v')
(3, 2, 55, 'v')
(3, 3, 0, 'v')
(3, 14, 76, 'v')
(3, 18, 124, 'v')
(3, 19, 132, 'v')
(3, 23, 145, 'v')
(3, 25, 155, 'v')
(3, 26, 165, 'v')
(3, 30, 78, 'v')
(3, 31, 81, 'h')
(3, 34, 85, 'h')
(3, 42, 92, 'h')
(3, 131, 231, 'h')
(3, 133, 255, 'h')
(4, 3, 78, 'v')
(4, 4, 0, 'v')
(4, 5, 61, 'v')
(4, 15, 82, 'v')
(4, 16, 23, 'v')
(4, 21, 49, 'h')
(4, 27, 72, 'h')
(4, 45, 123, 'h')
(4, 137, 239, 'h')
(5, 4, 61, 'v')
(5, 5, 0, 'v')
(5, 6, 34, 'v')
(5, 15, 21, 'v')
(5, 16, 82, 'h')
(5, 21, 106, 'h')
(5, 27, 125, 'h')
(5, 45, 120, 'h')
(5, 137, 268, 'h')
(6, 5, 34, 'v')
(6, 6, 0, 'v')
(6, 9, 50, 'v')
(6, 15, 55, 'h')
(7, 1, 23, 'v')
(7, 7, 0, 'v')
(7, 8, 5, 'v')
(7, 10, 73, 'h')
(7, 11, 19, 'h')
(7, 12, 18, 'h')
(7, 13, 88, 'h')
(7, 17, 31, 'h')
(8, 1, 28, 'v')
(8, 7, 5, 'v')
(8, 8, 0, 'v')
(8, 10, 68, 'h')
(8, 11, 14, 'v')
(8, 12, 13, 'v')
(8, 13, 83, 'h')
(8, 17, 26, 'h')
(9, 6, 50, 'v')
(9, 9, 0, 'v')
(10, 1, 96, 'v')
(10, 7, 73, 'v')
(10, 8, 68, 'v')
(10, 10, 0, 'v')
(10, 11, 54, 'v')
(10, 13, 15, 'v')
(11, 1, 42, 'v')
(11, 7, 19, 'v')
(11, 8, 14, 'v')
(11, 10, 54, 'v')
(11, 11, 0, 'v')
(11, 12, 13, 'v')
(11, 17, 24, 'v')
(12, 1, 41, 'v')
(12, 7, 18, 'v')
(12, 8, 13, 'v')
(12, 11, 13, 'v')
(12, 12, 0, 'v')
(12, 17, 13, 'v')
(13, 1, 111, 'v')
(13, 7, 88, 'v')
(13, 8, 83, 'v')
(13, 10, 15, 'v')
(13, 13, 0, 'v')
(13, 22, 31, 'v')
(14, 0, 48, 'v')
(14, 1, 67, 'v')
(14, 2, 21, 'v')
(14, 3, 76, 'v')
(14, 14, 0, 'v')
(14, 18, 48, 'v')
(14, 19, 56, 'v')
(14, 23, 69, 'v')
(14, 25, 79, 'v')
(14, 26, 89, 'v')
(14, 30, 110, 'v')
(14, 31, 111, 'v')
(14, 34, 113, 'v')
(14, 36, 105, 'v')
(14, 42, 118, 'v')
(14, 50, 119, 'v')
(14, 56, 133, 'v')
(14, 61, 148, 'v')
(14, 66, 157, 'v')
(14, 71, 120, 'v')
(14, 72, 160, 'v')
(14, 73, 164, 'v')
(14, 76, 167, 'v')
(14, 77, 172, 'v')
(14, 78, 175, 'v')
(14, 94, 151, 'v')
(14, 96, 195, 'v')
(14, 99, 198, 'v')
(14, 102, 218, 'v')
(14, 104, 221, 'v')
