(2, 132, 263, 'h')
(2, 133, 278, 'h')
(2, 134, 281, 'h')
(2, 135, 285, 'h')
(2, 136, 288, 'h')
(2, 137, 291, 'h')
(2, 138, 293, 'h')
(3, 0, 79, 'h')
(3, 2, 121, 'v')
(3, 3, 0, 'v')
(3, 7, 122, 'v')
(3, 9, 114, 'v')
(3, 10, 93, 'v')
(3, 11, 93, 'v')
(3, 16, 101, 'v')
(3, 17, 34, 'v')
(3, 130, 275, 'h')
(3, 132, 274, 'h')
(3, 133, 261, 'h')
(3, 134, 260, 'h')
(3, 135, 258, 'h')
(3, 136, 257, 'h')
(3, 137, 256, 'h')
(3, 138, 256, 'h')
(4, 3, 55, 'v')
(4, 4, 0, 'v')
(4, 5, 96, 'v')
(4, 8, 3, 'v')
(4, 12, 119, 'h')
(4, 15, 27, 'h')
(4, 17, 89, 'h')
(4, 18, 50, 'h')
(4, 22, 64, 'h')
(4, 37, 79, 'h')
(4, 53, 92, 'h')
(4, 58, 100, 'h')
(4, 59, 104, 'h')
(4, 63, 126, 'h')
(4, 80, 149, 'h')
(4, 93, 163, 'h')
(4, 151, 106, 'h')
(5, 4, 96, 'v')
(5, 5, 0, 'v')
(5, 8, 97, 'v')
(5, 12, 23, 'v')
(5, 15, 119, 'h')
(5, 18, 140, 'h')
(5, 22, 152, 'h')
(5, 37, 165, 'h')
(5, 53, 176, 'h')
(5, 58, 182, 'h')
(5, 59, 184, 'h')
(5, 63, 204, 'h')
(5, 80, 225, 'h')
(5, 93, 237, 'h')
(5, 151, 100, 'h')
(6, 1, 53, 'v')
(6, 6, 0, 'v')
(6, 23, 64, 'v')
(7, 0, 123, 'h')
(7, 2, 3, 'v')
(7, 3, 122, 'v')
(7, 7, 0, 'v')
(7, 9, 36, 'v')
(7, 10, 59, 'h')
(7, 11, 61, 'h')
(7, 16, 77, 'h')
(7, 17, 152, 'h')
(7, 130, 257, 'h')
(7, 132, 260, 'h')
(7, 133, 275, 'h')
(7, 134, 278, 'h')
(7, 135, 282, 'h')
(7, 136, 285, 'h')
(7, 137, 288, 'h')
(7, 138, 290, 'h')
(8, 4, 3, 'v')
(8, 5, 97, 'v')
(8, 8, 0, 'v')
(8, 12, 116, 'v')
(8, 13, 118, 'v')
(8, 15, 24, 'v')
(8, 18, 47, 'h')
(8, 22, 61, 'h')
(8, 37, 76, 'h')
(8, 53, 89, 'h')
(8, 58, 97, 'h')
(8, 59, 101, 'h')
(8, 63, 123, 'h')
(8, 80, 146, 'h')
(8, 93, 160, 'h')
(8, 151, 103, 'h')
(9, 0, 87, 'h')
(9, 2, 39, 'v')
(9, 3, 114, 'v')
(9, 7, 36, 'v')
(9, 9, 0, 'v')
(9, 10, 23, 'v')
(9, 11, 25, 'h')
(9, 16, 41, 'h')
(9, 17, 116, 'h')
(9, 130, 221, 'h')
(9, 132, 224, 'h')
(9, 133, 239, 'h')
(9, 134, 242, 'h')
(9, 135, 246, 'h')
(9, 136, 249, 'h')
(9, 137, 252, 'h')
(9, 138, 254, 'h')
(10, 0, 64, 'h')
(10, 2, 62, 'v')
(10, 3, 93, 'v')
(10, 7, 59, 'v')
(10, 9, 23, 'v')
(10, 10, 0, 'v')
(10, 11, 2, 'v')
(10, 16, 18, 'h')
(10, 17, 93, 'h')
(10, 130, 198, 'h')
(10, 132, 201, 'h')
(10, 133, 216, 'h')
(10, 134, 219, 'h')
(10, 135, 223, 'h')
(10, 136, 226, 'h')
(10, 137, 229, 'h')
(10, 138, 231, 'h')
(11, 0, 62, 'h')
(11, 2, 64, 'v')
(11, 3, 93, 'v')
(11, 7, 61, 'v')
(11, 9, 25, 'v')
(11, 10, 2, 'v')
(11, 11, 0, 'v')
(11, 16, 16, 'v')
(11, 17, 91, 'h')
(11, 130, 196, 'h')
(11, 132, 199, 'h')
(11, 133, 214, 'h')
(11, 134, 217, 'h')
(11, 135, 221, 'h')
(11, 136, 224, 'h')
(11, 137, 227, 'h')
(11, 138, 229, 'h')
(12, 4, 119, 'v')
(12, 5, 23, 'v')
(12, 8, 116, 'v')
(12, 12, 0, 'v')
(12, 13, 2, 'v')
(12, 14, 5, 'v')
(12, 15, 96, 'v')
(12, 18, 117, 'v')
(12, 19, 32, 'v')
(12, 20, 36, 'v')
(12, 22, 129, 'v')
(12, 37, 142, 'v')
(12, 53, 153, 'v')
(12, 58, 159, 'v')
(12, 59, 161, 'v')
(12, 61, 85, 'v')
(12, 63, 181, 'v')
(12, 76, 121, 'v')
(12, 80, 202, 'v')
(12, 93, 214, 'v')
(12, 103, 155, 'v')
(12, 113, 247, 'v')
(12, 115, 250, 'v')
(12, 118, 415, 'v')
(12, 119, 414, 'v')
(12, 120, 410, 'v')
(12, 121, 408, 'v')
(12, 122, 412, 'v')
(12, 123, 411, 'v')
(12, 124, 408, 'v')
(12, 125, 408, 'v')
(12, 126, 407, 'v')
(12, 127, 407, 'v')
(12, 128, 406, 'v')
(12, 129, 405, 'v')
(12, 130, 403, 'v')
(12, 131, 196, 'v')
(12, 132, 402, 'v')
(12, 133, 389, 'v')
(12, 134, 388, 'v')
(12, 135, 386, 'v')
(12, 136, 385, 'v')
(12, 137, 384, 'v')
(12, 138, 384, 'v')
(12, 139, 231, 'v')
(12, 142, 420, 'v')
(12, 144, 423, 'v')
(12, 145, 426, 'v')
(12, 148, 433, 'v')
(12, 150, 436, 'v')
(12, 151, 77, 'v')
(13, 8, 118, 'h')
(13, 12, 2, 'v')
(13, 13, 0, 'v')
(13, 14, 3, 'v')
(13, 15, 96, 'v')
(13, 18, 117, 'v')
(13, 19, 30, 'v')
(13, 20, 34, 'v')
(13, 22, 129, 'v')
(13, 37, 142, 'v')
(13, 53, 153, 'v')
(13, 58, 159, 'v')
(13, 59, 161, 'v')
(13, 61, 83, 'v')
(13, 63, 181, 'v')
(13, 76, 119, 'v')
(13, 80, 202, 'v')
(13, 93, 214, 'v')
(13, 103, 153, 'v')
(13, 113, 247, 'v')
(13, 115, 250, 'v')
(13, 118, 415, 'v')
(13, 119, 414, 'v')
(13, 120, 410, 'v')
(13, 121, 408, 'v')
(13, 122, 412, 'v')
(13, 123, 411, 'v')
(13, 124, 408, 'v')
(13, 125, 408, 'v')
(13, 126, 407, 'v')
(13, 127, 407, 'v')
(13, 128, 406, 'v')
(13, 129, 405, 'v')
(13, 130, 403, 'v')
(13, 131, 194, 'v')
(13, 132, 402, 'v')
(13, 133, 389, 'v')
(13, 134, 388, 'v')
(13, 135, 386, 'v')
(13, 136, 385, 'v')
(13, 137, 384, 'v')
(13, 138, 384, 'v')
(13, 139, 229, 'v')
(13, 142, 420, 'v')
(13, 144, 423, 'v')
(13, 145, 426, 'v')
(13, 148, 433, 'v')
(13, 150, 436, 'v')
(13, 151, 77, 'v')
(14, 12, 5, 'h')
(14, 13, 3, 'v')
(14, 14, 0, 'v')
(14, 15, 97, 'v')
(14, 18, 116, 'v')
(14, 19, 27, 'v')
(14, 20, 31, 'v')
(14, 22, 128, 'v')
(14, 37, 141, 'v')
(14, 53, 152, 'v')
(14, 58, 158, 'v')
(14, 59, 160, 'v')
(14, 61, 80, 'v')
(14, 63, 180, 'v')
(14, 76, 116, 'v')
(14, 80, 201, 'v')
(14, 93, 213, 'v')
(14, 103, 150, 'v')
(14, 113, 246, 'v')
(14, 115, 249, 'v')
(14, 118, 414, 'v')
(14, 119, 413, 'v')
(14, 120, 409, 'v')
(14, 121, 407, 'v')
(14, 122, 411, 'v')
(14, 123, 410, 'v')
(14, 124, 407, 'v')
(14, 125, 407, 'v')
(14, 126, 406, 'v')
(14, 127, 406, 'v')
(14, 128, 405, 'v')
(14, 129, 404, 'v')
(14, 130, 402, 'v')
(14, 131, 191, 'v')
(14, 132, 401, 'v')
(14, 133, 388, 'v')
(14, 134, 387, 'v')
(14, 135, 385, 'v')
(14, 136, 384, 'v')
(14, 137, 383, 'v')
(14, 138, 383, 'v')
(14, 139, 226, 'v')
(14, 142, 419, 'v')
(14, 144, 422, 'v')
(14, 145, 425, 'v')
(14, 148, 432, 'v')
(14, 150, 435, 'v')
(14, 151, 76, 'v')
(15, 4, 27, 'v')
(15, 5, 119, 'v')
(15, 8, 24, 'v')
(15, 12, 96, 'v')
(15, 13, 96, 'v')
(15, 14, 97, 'v')
(15, 15, 0, 'v')
(15, 18, 23, 'v')
(15, 22, 37, 'h')
(15, 37, 52, 'h')
(15, 53, 65, 'h')
(15, 58, 73, 'h')
(15, 59, 77, 'h')
(15, 63, 99, 'h')
(15, 80, 122, 'h')
(15, 93, 136, 'h')
(15, 151, 79, 'h')
(16, 0, 46, 'v')
(16, 2, 80, 'v')
(16, 3, 101, 'v')
(16, 7, 77, 'v')
(16, 9, 41, 'v')
(16, 10, 18, 'v')
(16, 11, 16, 'v')
(16, 16, 0, 'v')
(16, 17, 75, 'v')
(16, 21, 104, 'v')
(16, 25, 111, 'v')
(16, 28, 39, 'v')
(16, 130, 180, 'h')
(16, 132, 183, 'h')
(16, 133, 198, 'h')
(16, 134, 201, 'h')
(16, 135, 205, 'h')
(16, 136, 208, 'h')
(16, 137, 211, 'h')
(16, 138, 213, 'h')
(17, 0, 45, 'v')
(17, 2, 155, 'v')
(17, 3, 34, 'v')
(17, 7, 152, 'v')
(17, 9, 116, 'v')
(17, 10, 93, 'v')
(17, 11, 91, 'v')
(17, 16, 75, 'v')
(17, 17, 0, 'v')
(17, 21, 29, 'v')
(17, 25, 36, 'v')
(17, 28, 106, 'v')
(17, 35, 45, 'v')
(17, 45, 120, 'v')
(17, 60, 72, 'v')
(17, 62, 220, 'v')
(17, 64, 92, 'v')
(17, 67, 218, 'v')
(17, 68, 218, 'v')
(17, 71, 221, 'v')
(17, 72, 105, 'v')
(17, 73, 224, 'v')
(17, 75, 225, 'v')
(17, 82, 229, 'v')
(17, 83, 230, 'v')
(17, 87, 233, 'v')
(17, 89, 235, 'v')
(17, 92, 236, 'v')
(17, 94, 238, 'v')
(17, 95, 239, 'v')
(17, 96, 133, 'v')
(17, 100, 242, 'v')
(17, 102, 243, 'v')
(17, 104, 246, 'v')
(17, 105, 246, 'v')
(17, 112, 159, 'v')
(17, 114, 165, 'v')
(17, 116, 255, 'v')
(17, 117, 254, 'v')
(17, 118, 253, 'v')
(17, 119, 252, 'v')
(17, 120, 248, 'v')
(17, 121, 246, 'v')
(17, 122, 250, 'v')
(17, 123, 249, 'v')
(17, 124, 246, 'v')
(17, 125, 246, 'v')
(17, 126, 245, 'v')
(17, 127, 245, 'v')
(17, 128, 244, 'v')
(17, 129, 243, 'v')
(17, 130, 241, 'v')
(17, 132, 240, 'v')
(17, 133, 227, 'v')
(17, 134, 226, 'v')
(17, 135, 224, 'v')
(17, 136, 223, 'v')
(17, 137, 222, 'v')
(17, 138, 222, 'v')
(17, 142, 258, 'v')
(17, 144, 261, 'v')
(17, 145, 264, 'v')
(17, 148, 271, 'v')
(17, 150, 274, 'v')
(18, 4, 50, 'v')
(18, 5, 140, 'v')
(18, 8, 47, 'v')
(18, 12, 117, 'v')
(18, 13, 117, 'v')
(18, 14, 116, 'v')
(18, 15, 23, 'v')
(18, 18, 0, 'v')
(18, 19, 101, 'v')
(18, 20, 105, 'v')
(18, 22, 14, 'v')
(18, 37, 29, 'h')
(18, 53, 42, 'h')
(18, 58, 50, 'h')
(18, 59, 54, 'h')
(18, 63, 76, 'h')
(18, 80, 99, 'h')
(18, 93, 113, 'h')
(18, 151, 56, 'v')
(19, 12, 32, 'h')
(19, 13, 30, 'h')
(19, 14, 27, 'v')
(19, 18, 101, 'v')
(19, 19, 0, 'v')
(19, 20, 4, 'v')
(19, 22, 107, 'v')
(19, 37, 120, 'v')
(19, 53, 131, 'v')
(19, 58, 137, 'v')
(19, 59, 139, 'v')
(19, 61, 53, 'v')
(19, 63, 159, 'v')
(19, 76, 89, 'v')
(19, 80, 180, 'v')
(19, 93, 192, 'v')
(19, 103, 123, 'v')
(19, 113, 225, 'v')
(19, 115, 228, 'v')
(19, 118, 393, 'v')
(19, 119, 392, 'v')
(19, 120, 388, 'v')
(19, 121, 386, 'v')
(19, 122, 390, 'v')
(19, 123, 389, 'v')
(19, 124, 386, 'v')
(19, 125, 386, 'v')
(19, 126, 385, 'v')
(19, 127, 385, 'v')
(19, 128, 384, 'v')
(19, 129, 383, 'v')
(19, 130, 381, 'v')
(19, 131, 164, 'v')
(19, 132, 380, 'v')
(19, 133, 367, 'v')
(19, 134, 366, 'v')
(19, 135, 364, 'v')
(19, 136, 363, 'v')
(19, 137, 362, 'v')
(19, 138, 362, 'v')
(19, 139, 199, 'v')
(19, 142, 398, 'v')
(19, 144, 401, 'v')
(19, 145, 404, 'v')
(19, 148, 411, 'v')
(19, 150, 414, 'v')
(19, 151, 55, 'v')
(20, 12, 36, 'h')
(20, 13, 34, 'h')
(20, 14, 31, 'h')
(20, 18, 105, 'h')
(20, 19, 4, 'v')
(20, 20, 0, 'v')
(20, 22, 105, 'v')
(20, 37, 118, 'v')
(20, 53, 129, 'v')
(20, 58, 135, 'v')
(20, 59, 137, 'v')
(20, 61, 49, 'v')
(20, 63, 157, 'v')
(20, 76, 85, 'v')
(20, 80, 178, 'v')
(20, 93, 190, 'v')
(20, 103, 119, 'v')
(20, 113, 223, 'v')
(20, 115, 226, 'v')
(20, 118, 391, 'v')
(20, 119, 390, 'v')
(20, 120, 386, 'v')
(20, 121, 384, 'v')
(20, 122, 388, 'v')
(20, 123, 387, 'v')
(20, 124, 384, 'v')
(20, 125, 384, 'v')
(20, 126, 383, 'v')
(20, 127, 383, 'v')
(20, 128, 382, 'v')
(20, 129, 381, 'v')
(20, 130, 379, 'v')
(20, 131, 160, 'v')
(20, 132, 378, 'v')
(20, 133, 365, 'v')
(20, 134, 364, 'v')
(20, 135, 362, 'v')
(20, 136, 361, 'v')
(20, 137, 360, 'v')
(20, 138, 360, 'v')
(20, 139, 195, 'v')
(20, 142, 396, 'v')
(20, 144, 399, 'v')
(20, 145, 402, 'v')
(20, 148, 409, 'v')
(20, 150, 412, 'v')
(20, 151, 53, 'v')
(21, 0, 58, 'v')
(21, 16, 104, 'h')
(21, 17, 29, 'v')
(21, 21, 0, 'v')
(21, 25, 7, 'v')
(21, 28, 79, 'v')
(21, 35, 16, 'v')
(21, 45, 93, 'v')
(21, 60, 43, 'v')
(21, 62, 193, 'v')
(21, 64, 63, 'v')
(21, 67, 191, 'v')
(21, 68, 191, 'v')
(21, 71, 194, 'v')
(21, 72, 76, 'v')
(21, 73, 197, 'v')
(21, 75, 198, 'v')
(21, 82, 202, 'v')
(21, 83, 203, 'v')
(21, 87, 206, 'v')
(21, 89, 208, 'v')
(21, 92, 209, 'v')
(21, 94, 211, 'v')
(21, 95, 212, 'v')
(21, 96, 104, 'v')
(21, 100, 215, 'v')
(21, 102, 216, 'v')
(21, 104, 219, 'v')
(21, 105, 219, 'v')
(21, 112, 130, 'v')
(21, 114, 136, 'v')
(21, 116, 228, 'v')
(21, 117, 227, 'v')
(21, 118, 226, 'v')
(21, 119, 225, 'v')
(21, 120, 221, 'v')
(21, 121, 219, 'v')
(21, 122, 223, 'v')
(21, 123, 222, 'v')
(21, 124, 219, 'v')
(21, 125, 219, 'v')
(21, 126, 218, 'v')
(21, 127, 218, 'v')
(21, 128, 217, 'v')
(21, 129, 216, 'v')
(21, 130, 214, 'v')
(21, 132, 213, 'v')
(21, 133, 200, 'v')
(21, 134, 199, 'v')
(21, 135, 197, 'v')
(21, 136, 196, 'v')
(21, 137, 195, 'v')
(21, 138, 195, 'v')
(21, 142, 231, 'v')
(21, 144, 234, 'v')
(21, 145, 237, 'v')
(21, 148, 244, 'v')
(21, 150, 247, 'v')
(22, 4, 64, 'v')
(22, 5, 152, 'v')
(22, 8, 61, 'v')
(22, 12, 129, 'v')
(22, 13, 129, 'v')
(22, 14, 128, 'v')
(22, 15, 37, 'v')
(22, 18, 14, 'v')
(22, 19, 107, 'v')
(22, 20, 105, 'v')
(22, 22, 0, 'v')
(22, 37, 15, 'v')
(22, 53, 28, 'h')
(22, 58, 36, 'h')
(22, 59, 40, 'h')
(22, 61, 140, 'h')
(22, 63, 62, 'h')
(22, 80, 85, 'h')
(22, 93, 99, 'h')
(22, 151, 52, 'v')
(23, 6, 64, 'v')
(23, 23, 0, 'v')
(23, 24, 3, 'v')
(23, 26, 6, 'v')
(23, 27, 9, 'v')
(23, 29, 12, 'v')
(23, 30, 15, 'v')
(23, 31, 18, 'v')
(23, 32, 20, 'v')
(23, 33, 24, 'v')
(23, 34, 26, 'v')
(23, 36, 29, 'v')
(23, 38, 32, 'v')
(23, 40, 35, 'v')
(23, 41, 38, 'v')
(23, 43, 41, 'v')
(23, 46, 44, 'v')
(23, 47, 46, 'v')
(23, 48, 50, 'v')
(23, 49, 55, 'v')
(23, 50, 58, 'v')
(23, 51, 61, 'v')
(23, 52, 64, 'v')
(23, 54, 67, 'v')
(23, 56, 72, 'v')
(23, 70, 105, 'v')
(23, 74, 104, 'v')
(23, 101, 136, 'v')
(23, 106, 152, 'v')
(23, 107, 147, 'v')
(23, 108, 141, 'v')
(23, 109, 135, 'v')
(23, 110, 120, 'v')
(23, 111, 116, 'v')
(24, 23, 3, 'v')
(24, 24, 0, 'v')
(24, 26, 3, 'v')
(24, 27, 6, 'v')
(24, 29, 9, 'v')
(24, 30, 12, 'v')
(24, 31, 15, 'v')
(24, 32, 17, 'v')
(24, 33, 21, 'v')
(24, 34, 23, 'v')
(24, 36, 26, 'v')
(24, 38, 29, 'v')
(24, 40, 32, 'v')
(24, 41, 35, 'v')
(24, 43, 38, 'v')
(24, 46, 41, 'v')
(24, 47, 43, 'v')
(24, 48, 47, 'v')
(24, 49, 52, 'v')
(24, 50, 55, 'v')
(24, 51, 58, 'v')
(24, 52, 61, 'v')
(24, 54, 64, 'v')
(24, 56, 69, 'v')
(24, 70, 102, 'v')
(24, 74, 101, 'v')
(24, 101, 133, 'v')
(24, 106, 149, 'v')
(24, 107, 144, 'v')
(24, 108, 138, 'v')
(24, 109, 132, 'v')
(24, 110, 117, 'v')
(24, 111, 117, 'v')
(25, 0, 65, 'h')
(25, 16, 111, 'h')
(25, 17, 36, 'h')
(25, 21, 7, 'v')
(25, 25, 0, 'v')
(25, 28, 76, 'v')
(25, 35, 9, 'v')
(25, 45, 90, 'v')
(25, 60, 36, 'v')
(25, 62, 190, 'v')
(25, 64, 56, 'v')
(25, 67, 188, 'v')
(25, 68, 188, 'v')
(25, 71, 191, 'v')
(25, 72, 69, 'v')
(25, 73, 194, 'v')
(25, 75, 195, 'v')
(25, 82, 199, 'v')
(25, 83, 200, 'v')
(25, 87, 203, 'v')
(25, 89, 205, 'v')
(25, 92, 206, 'v')
(25, 94, 208, 'v')
(25, 95, 209, 'v')
(25, 96, 97, 'v')
(25, 100, 212, 'v')
(25, 102, 213, 'v')
(25, 104, 216, 'v')
(25, 105, 216, 'v')
(25, 112, 123, 'v')
(25, 114, 129, 'v')
(25, 116, 225, 'v')
(25, 117, 224, 'v')
(25, 118, 223, 'v')
(25, 119, 222, 'v')
(25, 120, 218, 'v')
(25, 121, 216, 'v')
(25, 122, 220, 'v')
(25, 123, 219, 'v')
(25, 124, 216, 'v')
(25, 125, 216, 'v')
(25, 126, 215, 'v')
(25, 127, 215, 'v')
(25, 128, 214, 'v')
(25, 129, 213, 'v')
(25, 130, 211, 'v')
(25, 132, 210, 'v')
(25, 133, 197, 'v')
(25, 134, 196, 'v')
(25, 135, 194, 'v')
(25, 136, 193, 'v')
(25, 137, 192, 'v')
(25, 138, 192, 'v')
(25, 142, 228, 'v')
(25, 144, 231, 'v')
(25, 145, 234, 'v')
(25, 148, 241, 'v')
(25, 150, 244, 'v')
(26, 23, 6, 'h')
(26, 24, 3, 'v')
(26, 26, 0, 'v')
(26, 27, 3, 'v')
(26, 29, 6, 'v')
(26, 30, 9, 'v')
(26, 31, 12, 'v')
(26, 32, 14, 'v')
(26, 33, 18, 'v')
(26, 34, 20, 'v')
(26, 36, 23, 'v')
(26, 38, 26, 'v')
(26, 40, 29, 'v')
(26, 41, 32, 'v')
(26, 43, 35, 'v')
(26, 46, 38, 'v')
(26, 47, 40, 'v')
(26, 48, 44, 'v')
(26, 49, 49, 'v')
(26, 50, 52, 'v')
(26, 51, 55, 'v')
(26, 52, 58, 'v')
(26, 54, 61, 'v')
(26, 56, 66, 'v')
(26, 70, 99, 'v')
(26, 74, 98, 'v')
(26, 101, 130, 'v')
(26, 106, 146, 'v')
(26, 107, 141, 'v')
(26, 108, 135, 'v')
(26, 109, 129, 'v')
(26, 110, 114, 'v')
(26, 111, 118, 'v')
(27, 23, 9, 'h')
(27, 24, 6, 'h')
(27, 26, 3, 'v')
(27, 27, 0, 'v')
(27, 29, 3, 'v')
(27, 30, 6, 'v')
(27, 31, 9, 'v')
(27, 32, 11, 'v')
(27, 33, 15, 'v')
(27, 34, 17, 'v')
(27, 36, 20, 'v')
(27, 38, 23, 'v')
(27, 40, 26, 'v')
(27, 41, 29, 'v')
(27, 43, 32, 'v')
(27, 46, 35, 'v')
(27, 47, 37, 'v')
(27, 48, 41, 'v')
(27, 49, 46, 'v')
(27, 50, 49, 'v')
(27, 51, 52, 'v')
(27, 52, 55, 'v')
(27, 54, 58, 'v')
(27, 56, 63, 'v')
(27, 70, 96, 'v')
(27, 74, 95, 'v')
(27, 101, 127, 'v')
(27, 106, 143, 'v')
(27, 107, 138, 'v')
(27, 108, 132, 'v')
(27, 109, 126, 'v')
(27, 110, 113, 'v')
(27, 111, 119, 'h')
(28, 0, 61, 'v')
(28, 16, 39, 'v')
(28, 17, 106, 'v')
(28, 21, 79, 'v')
(28, 25, 76, 'v')
(28, 28, 0, 'v')
(28, 35, 81, 'v')
(28, 45, 14, 'v')
(28, 60, 108, 'v')
(28, 62, 114, 'v')
(28, 64, 128, 'v')
(28, 67, 112, 'v')
(28, 68, 112, 'v')
(28, 71, 115, 'v')
(28, 72, 141, 'v')
(28, 73, 118, 'v')
(28, 75, 119, 'v')
(28, 82, 123, 'v')
(28, 83, 124, 'v')
(28, 87, 127, 'v')
(28, 89, 129, 'v')
(28, 92, 130, 'v')
(28, 94, 132, 'v')
(28, 95, 133, 'v')
(28, 96, 169, 'v')
(28, 100, 136, 'v')
(28, 102, 137, 'v')
(28, 104, 140, 'v')
(28, 105, 140, 'v')
(28, 112, 195, 'v')
(28, 114, 201, 'v')
(28, 116, 149, 'v')
(28, 117, 148, 'v')
(28, 118, 147, 'v')
(28, 119, 146, 'v')
(28, 120, 142, 'v')
(28, 121, 140, 'v')
(28, 122, 144, 'v')
(28, 123, 143, 'v')
(28, 124, 140, 'v')
(28, 125, 140, 'v')
(28, 126, 139, 'v')
(28, 127, 139, 'v')
(28, 128, 138, 'v')
(28, 129, 137, 'v')
(28, 130, 141, 'h')
(28, 132, 144, 'h')
(28, 133, 159, 'h')
(28, 134, 162, 'h')
(28, 135, 166, 'h')
(28, 136, 169, 'h')
(28, 137, 172, 'h')
(28, 138, 174, 'h')
(29, 23, 12, 'h')
(29, 24, 9, 'h')
(29, 26, 6, 'h')
(29, 27, 3, 'v')
(29, 29, 0, 'v')
(29, 30, 3, 'v')
(29, 31, 6, 'v')
(29, 32, 8, 'v')
(29, 33, 12, 'v')
(29, 34, 14, 'v')
(29, 36, 17, 'v')
(29, 38, 20, 'v')
(29, 40, 23, 'v')
(29, 41, 26, 'v')
(29, 43, 29, 'v')
(29, 46, 32, 'v')
(29, 47, 34, 'v')
(29, 48, 38, 'v')
(29, 49, 43, 'v')
(29, 50, 46, 'v')
(29, 51, 49, 'v')
(29, 52, 52, 'v')
(29, 54, 55, 'v')
(29, 56, 60, 'v')
(29, 70, 93, 'v')
(29, 74, 92, 'v')
(29, 101, 124, 'v')
(29, 106, 140, 'v')
(29, 107, 135, 'v')
(29, 108, 129, 'v')
(29, 109, 123, 'v')
(29, 110, 114, 'v')
(29, 111, 120, 'h')
(30, 23, 15, 'h')
(30, 24, 12, 'h')
(30, 26, 9, 'h')
(30, 27, 6, 'h')
(30, 29, 3, 'v')
(30, 30, 0, 'v')
(30, 31, 3, 'v')
(30, 32, 5, 'v')
(30, 33, 9, 'v')
(30, 34, 11, 'v')
(30, 36, 14, 'v')
(30, 38, 17, 'v')
(30, 40, 20, 'v')
(30, 41, 23, 'v')
(30, 43, 26, 'v')
(30, 46, 29, 'v')
(30, 47, 31, 'v')
(30, 48, 35, 'v')
(30, 49, 40, 'v')
(30, 50, 43, 'v')
(30, 51, 46, 'v')
(30, 52, 49, 'v')
(30, 54, 52, 'v')
(30, 56, 57, 'v')
(30, 70, 90, 'v')
(30, 74, 89, 'v')
(30, 101, 121, 'v')
(30, 106, 137, 'v')
(30, 107, 132, 'v')
(30, 108, 126, 'v')
(30, 109, 120, 'v')
(30, 110, 115, 'v')
(30, 111, 121, 'h')
(31, 23, 18, 'h')
(31, 24, 15, 'h')
(31, 26, 12, 'h')
(31, 27, 9, 'h')
(31, 29, 6, 'h')
(31, 30, 3, 'v')
(31, 31, 0, 'v')
(31, 32, 2, 'v')
(31, 33, 6, 'v')
(31, 34, 8, 'v')
(31, 36, 11, 'v')
(31, 38, 14, 'v')
(31, 40, 17, 'v')
(31, 41, 20, 'v')
(31, 43, 23, 'v')
(31, 46, 26, 'v')
(31, 47, 28, 'v')
(31, 48, 32, 'v')
(31, 49, 37, 'v')
(31, 50, 40, 'v')
(31, 51, 43, 'v')
(31, 52, 46, 'v')
(31, 54, 49, 'v')
(31, 56, 54, 'v')
(31, 70, 87, 'v')
(31, 74, 86, 'v')
(31, 101, 118, 'v')
(31, 106, 134, 'v')
(31, 107, 129, 'v')
